;Winner;Turns;Win_rate
10432;Magdalena;20;0.5030192657912393
10433;Magdalena;41;0.5029710561625456
10434;Magdalena;22;0.502922855773838
10435;Bernhard;18;0.5029704867765428
10436;Magdalena;24;0.502922295678835
10437;Bernhard;20;0.5029699176087373
10438;Magdalena;28;0.5029217357984481
10439;Bernhard;66;0.5029693486590038
10440;Magdalena;17;0.5029211761325544
10441;Magdalena;33;0.5028730128327906
10442;Bernhard;39;0.5029206166810304
10443;Magdalena;39;0.5028724626579855
10444;Magdalena;26;0.5028243178554332
10445;Magdalena;13;0.5027761822707256
10446;Magdalena;36;0.5027280559012156
10447;Magdalena;43;0.5026799387442573
10448;Magdalena;76;0.5026318307972055
10449;Bernhard;32;0.5026794258373206
10450;Magdalena;16;0.5026313271457277
10451;Magdalena;23;0.5025832376578645
10452;Bernhard;11;0.5026308236869799
10453;Bernhard;16;0.5026784006122058
10454;Bernhard;53;0.5027259684361549
10455;Bernhard;24;0.5027735271614384
10456;Bernhard;29;0.5028210767906666
10457;Bernhard;34;0.5028686173264486
10458;Magdalena;60;0.5028205373362654
10459;Magdalena;11;0.5027724665391969
10460;Magdalena;52;0.5027244049326068
10461;Bernhard;24;0.5027719365322119
10462;Bernhard;57;0.5028194590461627
10463;Magdalena;144;0.5027714067278287
10464;Magdalena;22;0.5027233635929288
10465;Bernhard;29;0.5027708771259316
10466;Magdalena;30;0.5027228432215535
10467;Magdalena;15;0.5026748184944593
10468;Bernhard;19;0.5027223230490018
10469;Magdalena;17;0.5026743075453677
10470;Bernhard;19;0.50272180307516
10471;Magdalena;31;0.5026737967914439
10472;Magdalena;52;0.5026257996753557
10473;Magdalena;23;0.5025778117242696
10474;Bernhard;53;0.5026252983293557
10475;Magdalena;113;0.5025773195876289
10476;Bernhard;25;0.5026247971747637
10477;Bernhard;50;0.502672265699561
10478;Bernhard;47;0.5027197251646149
10479;Bernhard;38;0.502767175572519
10480;Magdalena;78;0.5027192061826161
10481;Bernhard;38;0.5027666475863385
10482;Magdalena;52;0.5027186873986454
10483;Bernhard;96;0.5027661198016025
10484;Bernhard;23;0.5028135431568908
10485;Bernhard;46;0.502860957467099
10486;Magdalena;30;0.5028130065795747
10487;Bernhard;46;0.5028604118993135
10488;Magdalena;56;0.5028124702068834
10489;Magdalena;27;0.5027645376549095
10490;Magdalena;112;0.5027166142407778
10491;Bernhard;42;0.5027640106747998
10492;Bernhard;33;0.502811398074907
10493;Magdalena;47;0.5027634838955594
10494;Magdalena;14;0.5027155788470701
10495;Magdalena;87;0.5026676829268293
10496;Bernhard;17;0.5027150614461274
10497;Magdalena;17;0.5026671746999428
10498;Magdalena;58;0.502619297075912
10499;Bernhard;76;0.5026666666666667
10500;Magdalena;10;0.5026187982096944
10501;Magdalena;187;0.5025709388687869
10502;Magdalena;30;0.5025230886413405
10503;Bernhard;22;0.5025704493526276
10504;Magdalena;30;0.5025226082817705
10505;Bernhard;30;0.502569960022844
10506;Magdalena;20;0.5025221281050728
10507;Bernhard;26;0.50256947087933
10508;Magdalena;66;0.5025216481111429
10509;Magdalena;45;0.5024738344433872
10510;Bernhard;11;0.5025211682998764
10511;Magdalena;43;0.5024733637747336
10512;Bernhard;21;0.5025206886711691
10513;Bernhard;82;0.5025680045653415
10514;Bernhard;43;0.5026153114598193
10515;Magdalena;51;0.5025675161658425
10516;Bernhard;77;0.5026148141104878
10517;Bernhard;68;0.5026621030614186
10518;Magdalena;62;0.5026143169502805
10519;Bernhard;26;0.5026615969581749
10520;Magdalena;80;0.5026138199790895
10521;Magdalena;27;0.5025660520813534
